frame,detected,det_x,det_y,kf_x,kf_y,interp_x,interp_y,smooth_x,smooth_y,final_x,final_y,source,confidence
277,True,669.0,432.0,587.0,528.0,669.0,432.0,668.3,433.5,669.0,432.0,det,0.2329208701848983
278,True,684.0,416.0,595.0,519.0,684.0,416.0,682.7,418.1,684.0,416.0,det,0.4110735356807709
279,False,,,580.0,516.0,697.0,403.0,696.25,403.85,580.0,516.0,kf,0.0
280,True,710.0,390.0,638.0,460.0,710.0,390.0,708.95,390.75,710.0,390.0,det,0.4478980004787445
281,False,,,631.0,448.0,721.25,378.25,720.9,378.5,631.0,448.0,kf,0.0
282,False,,,624.0,437.0,732.5,366.5,732.5,366.5,624.0,437.0,kf,0.0
283,False,,,618.0,425.0,743.75,354.75,743.1,355.5,618.0,425.0,kf,0.0
284,True,755.0,343.0,692.0,380.0,755.0,343.0,753.45,345.05,755.0,343.0,det,0.3714353144168854
285,True,763.0,335.0,696.0,376.0,763.0,335.0,763.55,335.15,763.0,335.0,det,0.2952182590961456
286,False,,,702.0,357.0,773.0,326.0,773.2,326.1333333333333,702.0,357.0,kf,0.0
287,True,783.0,317.0,737.0,339.0,783.0,317.0,782.4,318.0,783.0,317.0,det,0.2146643698215484
288,False,,,748.0,318.0,792.0,309.6666666666667,791.8,310.0,748.0,318.0,kf,0.0
289,False,,,759.0,296.0,801.0,302.3333333333333,801.2,302.2,759.0,296.0,kf,0.0
290,True,810.0,295.0,782.0,295.0,810.0,295.0,810.0,295.4,810.0,295.0,det,0.1320864111185073
291,True,820.0,287.0,787.0,292.0,820.0,287.0,818.3333333333333,289.0,820.0,287.0,det,0.3138020038604736
292,True,827.0,283.0,790.0,290.0,827.0,283.0,826.2,283.0,827.0,283.0,det,0.5982213020324707
293,False,,,806.0,267.0,833.6666666666666,277.6666666666667,833.6,277.4,806.0,267.0,kf,0.0
294,False,,,822.0,244.0,840.3333333333334,272.3333333333333,840.6,272.8,822.0,244.0,kf,0.0
295,True,847.0,267.0,834.0,255.0,847.0,267.0,847.0,268.0,847.0,267.0,det,0.4924685060977936
296,True,855.0,264.0,838.0,253.0,855.0,264.0,853.8666666666668,264.06666666666666,855.0,264.0,det,0.7379482984542847
297,True,859.0,259.0,839.0,251.0,859.0,259.0,860.0,260.6,859.0,259.0,det,0.2328387945890426
298,True,868.0,258.0,844.0,250.0,868.0,258.0,865.5285714285714,257.9214285714286,868.0,258.0,det,0.1580272614955902
299,True,871.0,255.0,845.0,249.0,871.0,255.0,870.1857142857143,255.56428571428575,871.0,255.0,det,0.1522592157125473
300,False,,,865.0,227.0,874.6428571428571,253.60714285714286,874.7714285714286,253.92857142857142,865.0,227.0,kf,0.0
301,False,,,885.0,205.0,878.2857142857143,252.21428571428572,878.2857142857143,252.21428571428572,885.0,205.0,kf,0.0
302,False,,,905.0,183.0,881.9285714285714,250.82142857142858,881.9285714285713,250.82142857142858,905.0,183.0,kf,0.0
303,False,,,925.0,161.0,885.5714285714286,249.42857142857142,885.5714285714287,249.42857142857142,925.0,161.0,kf,0.0
304,False,,,945.0,139.0,889.2142857142857,248.03571428571428,889.2142857142857,248.0357142857143,945.0,139.0,kf,0.0
305,False,,,965.0,117.0,892.8571428571429,246.64285714285714,892.8571428571428,246.6428571428571,965.0,117.0,kf,0.0
306,False,,,985.0,95.0,896.5,245.25,896.5,245.25,985.0,95.0,kf,0.0
307,False,,,1005.0,73.0,900.1428571428571,243.85714285714286,900.1428571428572,243.85714285714283,1005.0,73.0,kf,0.0
308,False,,,1025.0,51.0,903.7857142857143,242.46428571428572,903.7857142857143,242.46428571428572,1025.0,51.0,kf,0.0
309,False,,,1045.0,29.0,907.4285714285714,241.07142857142858,907.4285714285713,241.07142857142858,1045.0,29.0,kf,0.0
310,False,,,1064.0,7.0,911.0714285714286,239.67857142857142,911.0714285714287,239.67857142857142,1064.0,7.0,kf,0.0
311,False,,,1084.0,-14.0,914.7142857142857,238.28571428571428,914.7142857142857,238.2857142857143,914.7142857142857,238.2857142857143,interp,0.0
312,False,,,1104.0,-36.0,918.3571428571429,236.89285714285714,918.3571428571428,236.8928571428571,918.3571428571428,236.8928571428571,interp,0.0
313,False,,,1124.0,-58.0,922.0,235.5,922.0,235.5,922.0,235.5,interp,0.0
314,False,,,1144.0,-80.0,925.6428571428571,234.10714285714286,925.6428571428572,234.10714285714283,925.6428571428572,234.10714285714283,interp,0.0
315,False,,,1164.0,-102.0,929.2857142857143,232.71428571428572,929.2857142857143,232.71428571428572,929.2857142857143,232.71428571428572,interp,0.0
316,False,,,1184.0,-124.0,932.9285714285714,231.32142857142858,932.9285714285713,231.32142857142858,932.9285714285713,231.32142857142858,interp,0.0
317,False,,,1204.0,-146.0,936.5714285714286,229.92857142857144,936.5714285714287,229.92857142857142,936.5714285714287,229.92857142857142,interp,0.0
318,False,,,1224.0,-168.0,940.2142857142857,228.53571428571428,940.2142857142857,228.5357142857143,940.2142857142857,228.5357142857143,interp,0.0
319,False,,,1244.0,-190.0,943.8571428571429,227.14285714285714,943.8571428571428,227.14285714285717,943.8571428571428,227.14285714285717,interp,0.0
320,False,,,1264.0,-212.0,947.5,225.75,947.5,225.75,947.5,225.75,interp,0.0
321,False,,,1284.0,-234.0,951.1428571428571,224.35714285714286,951.1428571428572,224.35714285714283,951.1428571428572,224.35714285714283,interp,0.0
322,False,,,1304.0,-256.0,954.7857142857142,222.96428571428572,954.7857142857143,222.96428571428572,954.7857142857143,222.96428571428572,interp,0.0
323,False,,,1324.0,-278.0,958.4285714285714,221.57142857142856,958.4285714285713,221.57142857142858,958.4285714285713,221.57142857142858,interp,0.0
324,False,,,1343.0,-300.0,962.0714285714286,220.17857142857144,962.0714285714287,220.17857142857142,962.0714285714287,220.17857142857142,interp,0.0
325,False,,,1363.0,-322.0,965.7142857142857,218.78571428571428,965.7142857142857,218.78571428571428,965.7142857142857,218.78571428571428,interp,0.0
326,False,,,1383.0,-344.0,969.3571428571429,217.39285714285714,969.2285714285714,216.67142857142858,969.2285714285714,216.67142857142858,interp,0.0
327,True,973.0,216.0,979.0,207.0,973.0,216.0,972.4142857142857,213.69285714285712,973.0,216.0,det,0.3411641120910644
328,True,976.0,211.0,981.0,202.0,976.0,211.0,975.2714285714286,209.85,976.0,211.0,det,0.3328602612018585
329,False,,,983.0,206.0,978.0,205.28571428571428,977.8,205.14285714285717,983.0,206.0,kf,0.0
330,False,,,984.0,209.0,980.0,199.57142857142858,980.0,199.57142857142858,984.0,209.0,kf,0.0
331,False,,,985.0,212.0,982.0,193.85714285714286,982.0,193.85714285714286,985.0,212.0,kf,0.0
332,False,,,987.0,216.0,984.0,188.14285714285714,984.0,188.14285714285714,987.0,216.0,kf,0.0
333,False,,,988.0,219.0,986.0,182.42857142857142,986.0,182.42857142857142,988.0,219.0,kf,0.0
334,False,,,989.0,223.0,988.0,176.71428571428572,987.8,177.45714285714286,989.0,223.0,kf,0.0
335,True,990.0,171.0,989.0,181.0,990.0,171.0,989.6,172.62857142857143,990.0,171.0,det,0.190075397491455
336,True,991.0,169.0,990.0,180.0,991.0,169.0,990.43125,169.13660714285714,991.0,169.0,det,0.228877305984497
337,True,993.0,164.0,992.0,176.0,993.0,164.0,990.29375,166.98125,993.0,164.0,det,0.1369102597236633
338,False,,,993.0,173.0,990.15625,164.96875,989.1875,166.1625,993.0,173.0,kf,0.0
339,False,,,995.0,171.0,987.3125,165.9375,987.3125,165.9375,995.0,171.0,kf,0.0
340,False,,,997.0,169.0,984.46875,166.90625,984.46875,166.90625,997.0,169.0,kf,0.0
341,False,,,998.0,167.0,981.625,167.875,981.625,167.875,998.0,167.0,kf,0.0
342,False,,,1000.0,164.0,978.78125,168.84375,978.78125,168.84375,1000.0,164.0,kf,0.0
343,False,,,1002.0,162.0,975.9375,169.8125,975.9375,169.8125,1002.0,162.0,kf,0.0
344,False,,,1003.0,160.0,973.09375,170.78125,973.09375,170.78125,1003.0,160.0,kf,0.0
345,False,,,1005.0,158.0,970.25,171.75,970.25,171.75,1005.0,158.0,kf,0.0
346,False,,,1006.0,155.0,967.40625,172.71875,967.40625,172.71875,1006.0,155.0,kf,0.0
347,False,,,1008.0,153.0,964.5625,173.6875,964.5625,173.6875,1008.0,153.0,kf,0.0
348,False,,,1010.0,151.0,961.71875,174.65625,961.71875,174.65625,1010.0,151.0,kf,0.0
349,False,,,1011.0,149.0,958.875,175.625,958.875,175.625,1011.0,149.0,kf,0.0
350,False,,,1013.0,146.0,956.03125,176.59375,956.03125,176.59375,1013.0,146.0,kf,0.0
351,False,,,1014.0,144.0,953.1875,177.5625,953.1875,177.5625,1014.0,144.0,kf,0.0
352,False,,,1016.0,142.0,950.34375,178.53125,950.34375,178.53125,1016.0,142.0,kf,0.0
353,False,,,1018.0,140.0,947.5,179.5,947.5,179.5,1018.0,140.0,kf,0.0
354,False,,,1019.0,137.0,944.65625,180.46875,944.65625,180.46875,1019.0,137.0,kf,0.0
355,False,,,1021.0,135.0,941.8125,181.4375,941.8125,181.4375,1021.0,135.0,kf,0.0
356,False,,,1022.0,133.0,938.96875,182.40625,938.96875,182.40625,1022.0,133.0,kf,0.0
357,False,,,1024.0,131.0,936.125,183.375,936.125,183.375,1024.0,131.0,kf,0.0
358,False,,,1026.0,128.0,933.28125,184.34375,933.28125,184.34375,1026.0,128.0,kf,0.0
359,False,,,1027.0,126.0,930.4375,185.3125,930.4375,185.3125,1027.0,126.0,kf,0.0
360,False,,,1029.0,124.0,927.59375,186.28125,927.59375,186.28125,1029.0,124.0,kf,0.0
361,False,,,1031.0,122.0,924.75,187.25,924.75,187.25,1031.0,122.0,kf,0.0
362,False,,,1032.0,119.0,921.90625,188.21875,921.90625,188.21875,1032.0,119.0,kf,0.0
363,False,,,1034.0,117.0,919.0625,189.1875,919.0625,189.1875,1034.0,117.0,kf,0.0
364,False,,,1035.0,115.0,916.21875,190.15625,916.21875,190.15625,1035.0,115.0,kf,0.0
365,False,,,1037.0,113.0,913.375,191.125,913.375,191.125,1037.0,113.0,kf,0.0
366,False,,,1039.0,110.0,910.53125,192.09375,910.53125,192.09375,1039.0,110.0,kf,0.0
367,False,,,1040.0,108.0,907.6875,193.0625,907.6875,193.0625,1040.0,108.0,kf,0.0
368,False,,,1042.0,106.0,904.84375,194.03125,904.6125,195.2375,904.6125,195.2375,interp,0.0
369,True,902.0,195.0,903.0,194.0,902.0,195.0,901.30625,198.61875,902.0,195.0,det,0.1947692632675171
370,False,,,899.0,195.0,898.0,202.0,897.7020833333332,203.40625,899.0,195.0,kf,0.0
371,True,894.0,209.0,896.0,202.0,894.0,209.0,893.8,209.6,894.0,209.0,det,0.1371237933635711
372,False,,,892.0,204.0,889.6666666666666,217.0,889.6,217.2,892.0,204.0,kf,0.0
373,False,,,888.0,206.0,885.3333333333334,225.0,885.3333333333333,225.0,888.0,206.0,kf,0.0
374,False,,,883.0,208.0,881.0,233.0,881.0,233.0,883.0,208.0,kf,0.0
375,False,,,879.0,210.0,876.6666666666666,241.0,876.6666666666666,241.0,879.0,210.0,kf,0.0
376,False,,,875.0,212.0,872.3333333333334,249.0,871.6,248.8,875.0,212.0,kf,0.0
377,True,868.0,257.0,869.0,245.0,868.0,257.0,866.8,257.1,868.0,257.0,det,0.169147253036499
378,True,860.0,264.0,864.0,250.0,860.0,264.0,862.2666666666667,265.9,860.0,264.0,det,0.1076250076293945
379,False,,,858.0,257.0,857.0,274.5,857.4,275.3,858.0,257.0,kf,0.0
380,True,854.0,285.0,856.0,271.0,854.0,285.0,852.6,285.3,854.0,285.0,det,0.7219899296760559
381,True,848.0,296.0,853.0,277.0,848.0,296.0,848.3,296.2,848.0,296.0,det,0.3351396322250366
382,True,844.0,307.0,851.0,282.0,844.0,307.0,843.5,307.3,844.0,307.0,det,0.366494357585907
383,False,,,844.0,294.0,838.5,318.5,838.5,318.5,844.0,294.0,kf,0.0
384,True,833.0,330.0,839.0,308.0,833.0,330.0,833.7,330.5,833.0,330.0,det,0.51649409532547
385,True,829.0,341.0,837.0,313.0,829.0,341.0,829.3,341.9,829.0,341.0,det,0.1950314193964004
386,True,824.0,356.0,835.0,319.0,824.0,356.0,824.7,354.5,824.0,356.0,det,0.5132957100868225
387,True,822.0,364.0,834.0,322.0,822.0,364.0,819.9,368.3,822.0,364.0,det,0.2343944013118744
388,False,,,826.0,339.0,815.5,381.5,815.1,383.1,826.0,339.0,kf,0.0
389,True,809.0,399.0,819.0,361.0,809.0,399.0,810.3,397.1,809.0,399.0,det,0.1178535223007202
390,True,805.0,415.0,818.0,367.0,805.0,415.0,804.9,412.9,805.0,415.0,det,0.5946432948112488
391,True,800.0,426.0,816.0,371.0,800.0,426.0,799.8,428.6,800.0,426.0,det,0.5027031898498535
392,False,,,806.0,393.0,795.0,443.0,795.0,444.2,806.0,393.0,kf,0.0
393,False,,,795.0,415.0,790.0,460.0,790.0,460.2,795.0,415.0,kf,0.0
394,True,785.0,477.0,791.0,443.0,785.0,477.0,785.0,477.2,785.0,477.0,det,0.6050376892089844
395,True,780.0,495.0,788.0,451.0,780.0,495.0,779.7,494.8,780.0,495.0,det,0.3945799171924591
396,True,775.0,511.0,786.0,458.0,775.0,511.0,774.1,513.0,775.0,511.0,det,0.4827077388763428
397,False,,,774.0,488.0,768.5,531.0,768.7,532.0,774.0,488.0,kf,0.0
398,True,762.0,551.0,769.0,512.0,762.0,551.0,762.9,551.6,762.0,551.0,det,0.5045031905174255
399,True,758.0,572.0,768.0,521.0,758.0,572.0,757.5,571.0,758.0,572.0,det,0.6142650246620178
400,True,751.0,593.0,765.0,529.0,751.0,593.0,751.6,592.4,751.0,593.0,det,0.5896731019020081
401,True,748.0,608.0,764.0,535.0,748.0,608.0,746.2,613.4,748.0,608.0,det,0.2385854125022888
402,True,739.0,638.0,760.0,547.0,739.0,638.0,740.6,634.8,739.0,638.0,det,0.1212819144129753
403,True,735.0,656.0,759.0,554.0,735.0,656.0,735.4,656.6,735.0,656.0,det,0.1998602300882339
404,True,730.0,679.0,757.0,563.0,730.0,679.0,729.6,680.2,730.0,679.0,det,0.5660249590873718
405,True,725.0,702.0,755.0,572.0,725.0,702.0,724.4,702.6,725.0,702.0,det,0.3069852888584137
406,False,,,739.0,617.0,719.0,726.0,718.8,722.3,739.0,617.0,kf,0.0
407,True,713.0,750.0,729.0,665.0,713.0,750.0,713.0,738.3,713.0,750.0,det,0.1926665604114532
408,False,,,712.0,719.0,707.0,754.5,707.0,750.6,712.0,719.0,kf,0.0
409,False,,,695.0,773.0,701.0,759.0,701.0,759.0,695.0,773.0,kf,0.0
410,False,,,677.0,827.0,695.0,763.5,695.0,763.5,677.0,827.0,kf,0.0
411,False,,,660.0,881.0,689.0,768.0,689.0,768.0,660.0,881.0,kf,0.0
412,False,,,643.0,935.0,683.0,772.5,683.0,772.5,643.0,935.0,kf,0.0
413,False,,,626.0,989.0,677.0,777.0,677.0,777.0,626.0,989.0,kf,0.0
414,False,,,608.0,1042.0,671.0,781.5,671.4,781.2,608.0,1042.0,kf,0.0
415,True,665.0,786.0,652.0,842.0,665.0,786.0,665.8,784.7,665.0,786.0,det,0.38780677318573
416,True,661.0,789.0,649.0,845.0,661.0,789.0,659.9,787.7,661.0,789.0,det,0.3757146894931793
417,True,655.0,790.0,644.0,845.0,655.0,790.0,653.7,790.2,655.0,790.0,det,0.4016816914081573
418,False,,,631.0,876.0,647.5,792.0,647.3,792.8,631.0,876.0,kf,0.0
419,True,640.0,794.0,635.0,834.0,640.0,794.0,640.2,795.6,640.0,794.0,det,0.2067464888095855
420,True,633.0,799.0,632.0,837.0,633.0,799.0,632.8,799.0,633.0,799.0,det,0.4617144465446472
421,False,,,619.0,862.0,625.5,803.0,626.1,803.0,619.0,862.0,kf,0.0
422,True,618.0,807.0,618.0,840.0,618.0,807.0,619.5,807.4,618.0,807.0,det,0.1004247292876243
423,True,614.0,812.0,617.0,842.0,614.0,812.0,612.9,812.0666666666667,614.0,812.0,det,0.6191955208778381
424,True,607.0,816.0,614.0,843.0,607.0,816.0,606.4,817.2,607.0,816.0,det,0.5426028966903687
425,False,,,600.0,866.0,600.0,822.3333333333334,600.0,822.8,600.0,866.0,kf,0.0
426,False,,,587.0,888.0,593.0,828.6666666666666,594.7,825.3,587.0,888.0,kf,0.0
427,True,586.0,835.0,586.0,865.0,586.0,835.0,591.1,824.9,586.0,835.0,det,0.2266762554645538
428,False,,,573.0,883.0,587.5,824.5,592.7,814.2333333333333,573.0,883.0,kf,0.0
429,True,589.0,814.0,579.0,856.0,589.0,814.0,597.9,797.1,589.0,814.0,det,0.3401493728160858
430,True,608.0,769.0,586.0,839.0,608.0,769.0,606.7,772.7,608.0,769.0,det,0.6202064752578735
431,True,619.0,743.0,590.0,829.0,619.0,743.0,617.6,745.2,619.0,743.0,det,0.3297589123249054
432,True,630.0,713.0,595.0,817.0,630.0,713.0,631.2,713.8,630.0,713.0,det,0.448523610830307
433,True,642.0,687.0,599.0,807.0,642.0,687.0,642.6,687.6,642.0,687.0,det,0.4436792433261871
434,True,657.0,657.0,605.0,796.0,657.0,657.0,654.4,660.4,657.0,657.0,det,0.3912330269813537
435,True,665.0,638.0,608.0,788.0,665.0,638.0,665.8,636.0,665.0,638.0,det,0.1579380184412002
436,True,678.0,607.0,613.0,776.0,678.0,607.0,676.2,613.0,678.0,607.0,det,0.526378333568573
437,True,687.0,591.0,616.0,770.0,687.0,591.0,685.8,591.8,687.0,591.0,det,0.2609563767910003
438,True,694.0,572.0,619.0,763.0,694.0,572.0,695.2,570.8,694.0,572.0,det,0.1812934875488281
439,True,705.0,551.0,623.0,755.0,705.0,551.0,703.7,552.8,705.0,551.0,det,0.7263730764389038
440,True,712.0,533.0,626.0,748.0,712.0,533.0,712.1,534.8,712.0,533.0,det,0.5102716684341431
441,False,,,622.0,743.0,720.5,517.0,720.3,518.0,622.0,743.0,kf,0.0
442,True,729.0,501.0,660.0,656.0,729.0,501.0,727.3,503.2,729.0,501.0,det,0.7310711741447449
443,True,735.0,488.0,662.0,651.0,735.0,488.0,734.7,489.0,735.0,488.0,det,0.3076637089252472
444,True,740.0,477.0,664.0,647.0,740.0,477.0,741.2,476.6,740.0,477.0,det,0.2234527170658111
445,True,749.0,462.0,667.0,642.0,749.0,462.0,747.05,465.4,749.0,462.0,det,0.407336562871933
446,True,753.0,455.0,669.0,639.0,753.0,455.0,752.75,454.8,753.0,455.0,det,0.6810497045516968
447,False,,,673.0,616.0,758.25,445.0,758.5,444.4,673.0,616.0,kf,0.0
448,False,,,677.0,592.0,763.5,435.0,763.5,435.0,677.0,592.0,kf,0.0
449,False,,,681.0,568.0,768.75,425.0,768.7,425.6,681.0,568.0,kf,0.0
450,True,774.0,415.0,729.0,488.0,774.0,415.0,773.85,417.0,774.0,415.0,det,0.1476669013500213
451,True,779.0,408.0,732.0,484.0,779.0,408.0,778.8833333333333,409.2,779.0,408.0,det,0.5878676176071167
452,True,784.0,402.0,735.0,481.0,784.0,402.0,783.8,402.2,784.0,402.0,det,0.4938787817955017
453,False,,,748.0,443.0,788.6666666666666,396.0,788.6,396.0,748.0,443.0,kf,0.0
454,False,,,761.0,404.0,793.3333333333334,390.0,793.1333333333333,390.4,761.0,404.0,kf,0.0
455,True,798.0,384.0,779.0,394.0,798.0,384.0,797.4,385.2,798.0,384.0,det,0.2636549770832062
456,False,,,796.0,354.0,801.6666666666666,380.0,801.4666666666667,380.4,796.0,354.0,kf,0.0
457,False,,,812.0,314.0,805.3333333333334,376.0,805.3333333333333,376.0,812.0,314.0,kf,0.0
458,False,,,828.0,274.0,809.0,372.0,809.0,372.0,828.0,274.0,kf,0.0
459,False,,,844.0,234.0,812.6666666666666,368.0,812.6666666666667,368.0,844.0,234.0,kf,0.0
460,False,,,860.0,194.0,816.3333333333334,364.0,816.2,364.4,860.0,194.0,kf,0.0
461,True,820.0,360.0,831.0,311.0,820.0,360.0,819.8,361.4,820.0,360.0,det,0.3832183480262756
462,True,823.0,358.0,833.0,309.0,823.0,358.0,823.2666666666667,358.8,823.0,358.0,det,0.5537464022636414
463,True,827.0,357.0,836.0,308.0,827.0,357.0,826.4545454545454,356.6727272727273,827.0,357.0,det,0.4032978415489197
464,True,830.0,355.0,838.0,307.0,830.0,355.0,829.3636363636364,355.0181818181818,830.0,355.0,det,0.4775393009185791
465,False,,,852.0,282.0,832.2727272727273,353.3636363636364,832.1272727272728,353.43636363636364,852.0,282.0,kf,0.0
466,False,,,865.0,257.0,834.5454545454545,351.72727272727275,834.5454545454546,351.7272727272727,865.0,257.0,kf,0.0
467,False,,,878.0,232.0,836.8181818181819,350.09090909090907,836.8181818181818,350.0909090909091,878.0,232.0,kf,0.0
468,False,,,891.0,206.0,839.0909090909091,348.45454545454544,839.0909090909092,348.4545454545454,891.0,206.0,kf,0.0
469,False,,,905.0,181.0,841.3636363636364,346.8181818181818,841.3636363636364,346.81818181818187,905.0,181.0,kf,0.0
470,False,,,918.0,156.0,843.6363636363636,345.1818181818182,843.6363636363636,345.1818181818182,918.0,156.0,kf,0.0
471,False,,,931.0,131.0,845.9090909090909,343.54545454545456,845.909090909091,343.5454545454545,931.0,131.0,kf,0.0
472,False,,,945.0,106.0,848.1818181818181,341.90909090909093,848.1818181818182,341.9090909090909,945.0,106.0,kf,0.0
473,False,,,958.0,80.0,850.4545454545455,340.27272727272725,850.4545454545454,340.2727272727273,958.0,80.0,kf,0.0
474,False,,,971.0,55.0,852.7272727272727,338.6363636363636,852.6727272727272,337.16363636363633,971.0,55.0,kf,0.0
475,True,855.0,337.0,868.0,305.0,855.0,337.0,854.769696969697,332.8484848484849,855.0,337.0,det,0.6349687576293945
476,True,857.0,328.0,869.0,297.0,857.0,328.0,856.7454545454545,327.32727272727277,857.0,328.0,det,0.2115682661533355
477,False,,,873.0,294.0,858.6666666666666,320.3333333333333,858.6,320.6,873.0,294.0,kf,0.0
478,False,,,877.0,290.0,860.3333333333334,312.6666666666667,860.3333333333333,312.66666666666663,877.0,290.0,kf,0.0
479,False,,,881.0,287.0,862.0,305.0,862.0,305.0,881.0,287.0,kf,0.0
480,False,,,885.0,284.0,863.6666666666666,297.3333333333333,863.6666666666666,297.33333333333337,885.0,284.0,kf,0.0
481,False,,,889.0,281.0,865.3333333333334,289.6666666666667,865.3,289.8,889.0,281.0,kf,0.0
482,True,867.0,282.0,872.0,281.0,867.0,282.0,866.9,282.4,867.0,282.0,det,0.1867133975028991
483,False,,,875.0,278.0,868.5,275.0,868.3666666666666,275.33333333333337,875.0,278.0,kf,0.0
484,True,870.0,268.0,872.0,273.0,870.0,268.0,869.7,269.2,870.0,268.0,det,0.4317398071289062
485,True,871.0,262.0,873.0,270.0,871.0,262.0,870.9,263.7555555555556,871.0,262.0,det,0.3950756192207336
486,True,872.0,259.0,873.0,269.0,872.0,259.0,872.0,258.8666666666667,872.0,259.0,det,0.564563512802124
487,False,,,875.0,264.0,873.0,254.77777777777777,873.0,254.53333333333336,875.0,264.0,kf,0.0
488,False,,,877.0,260.0,874.0,250.55555555555554,874.0,250.55555555555557,877.0,260.0,kf,0.0
489,False,,,879.0,255.0,875.0,246.33333333333334,875.0,246.33333333333334,879.0,255.0,kf,0.0
490,False,,,880.0,251.0,876.0,242.11111111111111,876.0,242.1111111111111,880.0,251.0,kf,0.0
491,False,,,882.0,247.0,877.0,237.88888888888889,877.0,237.8888888888889,882.0,247.0,kf,0.0
492,False,,,884.0,242.0,878.0,233.66666666666666,878.0,233.66666666666669,884.0,242.0,kf,0.0
493,False,,,886.0,238.0,879.0,229.44444444444446,879.0,229.44444444444443,886.0,238.0,kf,0.0
494,False,,,888.0,234.0,880.0,225.22222222222223,879.6,225.66666666666669,888.0,234.0,kf,0.0
495,True,881.0,221.0,882.0,223.0,881.0,221.0,880.1368421052632,222.64912280701756,881.0,221.0,det,0.2647354006767273
496,True,880.0,219.0,881.0,221.0,880.0,219.0,880.6105263157895,220.39181286549712,880.0,219.0,det,0.1103954762220382
497,False,,,882.0,215.0,880.6842105263158,218.57894736842104,881.021052631579,218.89473684210526,882.0,215.0,kf,0.0
498,False,,,883.0,210.0,881.3684210526316,218.1578947368421,881.3684210526314,218.15789473684208,883.0,210.0,kf,0.0
499,False,,,884.0,204.0,882.0526315789474,217.73684210526315,882.0526315789473,217.73684210526318,884.0,204.0,kf,0.0
500,False,,,885.0,198.0,882.7368421052631,217.31578947368422,882.7368421052631,217.31578947368422,885.0,198.0,kf,0.0
501,False,,,886.0,192.0,883.421052631579,216.89473684210526,883.4210526315788,216.89473684210526,886.0,192.0,kf,0.0
502,False,,,887.0,187.0,884.1052631578947,216.47368421052633,884.1052631578947,216.47368421052633,887.0,187.0,kf,0.0
503,False,,,889.0,181.0,884.7894736842105,216.05263157894737,884.7894736842105,216.05263157894737,889.0,181.0,kf,0.0
504,False,,,890.0,175.0,885.4736842105264,215.6315789473684,885.4736842105264,215.6315789473684,890.0,175.0,kf,0.0
505,False,,,891.0,169.0,886.1578947368421,215.21052631578948,886.157894736842,215.2105263157895,891.0,169.0,kf,0.0
506,False,,,892.0,163.0,886.8421052631579,214.78947368421052,886.8421052631578,214.78947368421055,892.0,163.0,kf,0.0
507,False,,,893.0,158.0,887.5263157894736,214.3684210526316,887.5263157894736,214.3684210526316,893.0,158.0,kf,0.0
508,False,,,894.0,152.0,888.2105263157895,213.94736842105263,888.2105263157895,213.94736842105263,894.0,152.0,kf,0.0
509,False,,,895.0,146.0,888.8947368421053,213.5263157894737,888.8947368421053,213.52631578947367,895.0,146.0,kf,0.0
510,False,,,896.0,140.0,889.578947368421,213.10526315789474,889.578947368421,213.10526315789474,896.0,140.0,kf,0.0
511,False,,,897.0,135.0,890.2631578947369,212.68421052631578,890.2631578947369,212.68421052631578,897.0,135.0,kf,0.0
512,False,,,898.0,129.0,890.9473684210526,212.26315789473685,890.9473684210527,212.26315789473682,898.0,129.0,kf,0.0
513,False,,,899.0,123.0,891.6315789473684,211.8421052631579,891.6315789473683,211.84210526315792,899.0,123.0,kf,0.0
514,False,,,900.0,117.0,892.3157894736842,211.42105263157896,891.878947368421,212.05141700404857,900.0,117.0,kf,0.0
515,True,893.0,211.0,893.0,207.0,893.0,211.0,891.6894736842105,212.8910931174089,893.0,211.0,det,0.1551720798015594
516,False,,,893.0,207.0,891.5,213.73076923076923,891.0631578947368,214.3611336032389,893.0,207.0,kf,0.0
517,False,,,894.0,207.0,890.0,216.46153846153845,890.0,216.46153846153848,894.0,207.0,kf,0.0
518,False,,,895.0,207.0,888.5,219.19230769230768,888.5,219.1923076923077,895.0,207.0,kf,0.0
519,False,,,895.0,206.0,887.0,221.92307692307693,887.0,221.9230769230769,895.0,206.0,kf,0.0
520,False,,,896.0,206.0,885.5,224.65384615384616,885.5,224.65384615384613,896.0,206.0,kf,0.0
521,False,,,896.0,206.0,884.0,227.3846153846154,884.0,227.3846153846154,896.0,206.0,kf,0.0
522,False,,,897.0,206.0,882.5,230.1153846153846,882.5,230.1153846153846,897.0,206.0,kf,0.0
523,False,,,898.0,206.0,881.0,232.84615384615384,881.0,232.84615384615387,898.0,206.0,kf,0.0
524,False,,,898.0,206.0,879.5,235.57692307692307,879.5,235.57692307692304,898.0,206.0,kf,0.0
525,False,,,899.0,205.0,878.0,238.30769230769232,878.0,238.30769230769232,899.0,205.0,kf,0.0
526,False,,,899.0,205.0,876.5,241.03846153846155,876.5,241.03846153846158,899.0,205.0,kf,0.0
527,False,,,900.0,205.0,875.0,243.76923076923077,875.0,243.76923076923077,900.0,205.0,kf,0.0
528,False,,,901.0,205.0,873.5,246.5,873.5,246.5,901.0,205.0,kf,0.0
529,False,,,901.0,205.0,872.0,249.23076923076923,872.0,249.23076923076923,901.0,205.0,kf,0.0
